Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Batbaatar et al. (2020)	boulder	Batb2020-1	Batb2020-A	XCS-120a	47.461089	89.872500	2794	5	2.65	0.97	625200	26600	KNSTD	4447800	294800	KNSTD	1994	16790	1610	19640	2140	16569	1245	708	19160	1986	1282	-
Batbaatar et al. (2020)	boulder	Batb2020-2	Batb2020-A	XCS-120b	47.461089	89.872500	2794	5	2.65	0.97	660400	26100	KNSTD	3770700	280100	KNSTD	1994	17740	1680	16620	1900	17443	1282	692	16404	1786	1228	-
Batbaatar et al. (2020)	boulder	Batb2020-3	Batb2020-B	XCS-121	47.461111	89.799444	2486	10	2.65	1	648000	50900	KNSTD	4114500	244500	KNSTD	1994	21590	2520	22540	2370	21247	2132	1678	22007	2189	1322	-
Batbaatar et al. (2020)	boulder	Batb2020-4	Batb2020-C	CS-111a	42.926951	86.878286	3267	2.5	2.65	1	3874000	105400	KNSTD	24188300	1139800	KNSTD	1994	84000	7690	87680	8930	76028	5217	2108	79523	7567	3898	-
Batbaatar et al. (2020)	boulder	Batb2020-5	Batb2020-C	CS-111b	42.926951	86.878286	3267	2.5	2.65	1	2386900	73700	KNSTD	15411700	794700	KNSTD	1994	51340	4720	54990	5640	45928	3200	1435	50099	4820	2648	-
Batbaatar et al. (2020)	boulder	Batb2020-6	Batb2020-D	CS-112	43.021187	86.975944	3658	5	2.65	0.99	1067100	72000	KNSTD	6991400	589800	KNSTD	1994	18720	2050	20170	2450	17613	1616	1194	19016	2211	1619	-
Batbaatar et al. (2020)	boulder	Batb2020-7	Li2011-E	CS-10	43.118820	86.921588	3181	8	2.65	0.97	639500	29300	KNSTD	0	0	0	1992	15380	1500	-	-	15079	1162	693	-	-	-	-
Batbaatar et al. (2020)	boulder	Batb2020-8	Li2011-E	CS-8	43.119510	86.920044	3417	1	2.65	0.99	957400	44600	KNSTD	5415100	333400	KNSTD	1992	18580	1820	17250	1830	17697	1373	828	16668	1676	1035	-
Batbaatar et al. (2020)	boulder	Batb2020-9	Li2011-D	CS-11b	43.110396	86.944619	3021	8	2.65	0.97	873400	35700	KNSTD	0	0	0	1992	23180	2210	-	-	21982	1634	903	-	-	-	-
Batbaatar et al. (2020)	boulder	Batb2020-10	Li2011-D	CS-12a	43.110396	86.944619	2992	8	2.65	0.97	717800	37500	KNSTD	4592800	286200	KNSTD	1992	19370	1950	20380	2180	18785	1524	986	19714	1994	1240	-
Batbaatar et al. (2020)	boulder	Batb2020-11	Li2014-I	CS-5	43.115863	86.823378	3718	5	2.65	0.97	20400	11200	KNSTD	0	0	0	1992	350	200	-	-	440	243	242	-	-	-	-
